City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Baguio City,7/7/2023,14.77,48.75,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,4/23/2023,11.73,37.23,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,12/7/2023,10.09,39.09,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,3/14/2023,19.57,32.4,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,2/9/2023,14.57,47.4,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,1/22/2023,20.67,50.07,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,8/13/2023,17.07,37.58,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,3/5/2023,12.94,48.25,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,8/20/2023,17.37,32.51,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,7/23/2023,15.88,52.67,2.87,26.2,16.27,7.52,0.58,17.18,55.48,0.03,1.32,0.14,,
Baguio City,6/12/2023,11.08,42.7,0.73,20.95,11.65,5.5,0.52,15.99,75.1,0.07,1.06,0.12,,
Baguio City,3/5/2023,18.11,37.3,2.62,25.07,15.42,5.06,0.5,18.35,62.52,0.13,1.19,0.18,,
Baguio City,6/20/2023,10.24,31.35,3.61,24.16,15.86,4.78,0.37,14.02,44.59,0.08,1.26,0.12,,
Baguio City,5/9/2023,18.59,32.54,5,29.99,20.12,4.69,0.34,13.82,41.43,0.09,1.65,0.13,,
Baguio City,12/26/2023,10.54,42.43,4.88,33.11,21.72,3.35,0.49,17.28,38.1,0.2,2.31,0.1,,
Baguio City,5/21/2023,17.08,36.96,3.23,24.02,15.47,2.09,0.36,16.48,32.84,0.27,1.13,0.12,,
Baguio City,11/24/2023,11.8,50.89,1.53,18.88,11.36,3.49,0.38,14.79,38.49,0.08,0.96,0.2,,
Baguio City,8/22/2023,11.13,49.34,0.8,18.26,10.36,2.01,0.31,9.68,47.37,0.22,1.39,0.1,,
Baguio City,5/30/2023,16.9,34,3.71,28.19,18.1,4.94,0.49,14.94,30.27,0.18,3.67,0.18,,
Baguio City,10/11/2023,13.67,48.64,7.98,36.52,26.01,2.85,0.46,13.66,30.54,0.27,3.55,0.44,,
Baguio City,4/15/2023,18.32,31.5,2.87,27.95,16.23,4.57,0.44,18.83,38.25,0.27,3.08,0.19,,
Baguio City,9/20/2023,18.96,32.5,3.87,25.45,16.74,4.45,0.45,18.94,34.87,0.28,1.73,0.14,,
Baguio City,1/4/2023,20.86,41.77,2.87,29.14,17.92,4.79,0.57,16.39,32.98,0.18,2.02,0.15,,
Baguio City,2/19/2023,14.72,46.37,1.54,25.75,15.04,5.54,0.5,16.01,36.19,0.04,1.81,5.99,,
Baguio City,6/6/2023,14.89,44.81,1,24.16,13.66,4.77,0.46,14.9,40.53,0.06,1.31,0.2,,
Baguio City,11/29/2023,12.16,39.96,1.43,20.53,12.15,5.4,0.43,16.53,42.92,0.11,1.04,0.11,,
Baguio City,4/3/2023,18.55,45.47,2.36,30.66,18.32,4.41,0.76,14.36,38.26,0.08,2.31,0.28,,
Baguio City,8/22/2023,15.96,41.79,4.83,36.24,23.3,4.23,0.73,17.88,24.68,0.08,2.16,0.31,,
Baguio City,3/17/2023,19.78,48.29,3.08,26.62,16.74,3.09,0.53,17.43,27.85,0.1,1.04,0.17,,
Baguio City,12/17/2023,13.29,49.43,2.1,22,13.49,3.36,0.36,19.5,32.37,0.07,0.44,0.1,,
Baguio City,6/17/2023,19.37,46.8,1.72,20.71,12.5,2.82,0.32,18.01,32.91,0.05,0.23,0.1,,
Baguio City,1/16/2023,13.94,53.48,1.2,22.16,12.76,2.1,0.35,17,40.21,0.03,0.41,0.1,,
Baguio City,4/14/2023,16.5,51.4,4.39,29.37,19.27,2.9,0.42,16.27,29.58,0.11,0.91,0.24,,
Baguio City,1/5/2023,20.34,41.5,6.49,29.88,21.26,2.4,0.59,13.78,23.41,0.07,0.72,0.12,,
Baguio City,5/5/2023,20.23,34.27,7.23,30.62,22.26,2.68,0.61,12.6,27.29,0.09,0.67,0.1,,
Baguio City,4/6/2023,12.43,43.46,11.11,30.36,25.27,2.7,0.57,14.32,26.69,0.27,0.83,0.16,,
Baguio City,3/3/2023,18.95,40.09,8.27,25.22,20.23,2.46,0.62,16.24,22.99,0.23,1.38,0.59,,
Baguio City,11/6/2023,18.66,32.86,2.55,18,11.62,3.43,0.58,18.86,26.64,0.21,0.49,0.16,,
Baguio City,1/18/2023,14.24,32.8,0.93,18.2,10.43,1.28,0.39,23.12,30.24,0.09,0.56,0.16,,
Baguio City,2/27/2023,12.02,48.59,2.64,22.88,14.4,1.91,0.33,17.88,25.83,0.17,0.97,0.17,,
Baguio City,6/4/2023,18.78,50.27,4.61,23.47,16.32,1.62,0.28,17.09,27.47,0.11,0.82,0.15,,
Baguio City,7/25/2023,12.06,38.1,5.45,25.64,18.15,2.13,0.51,20.09,32.1,0.15,1.14,0.11,,
Baguio City,12/1/2023,13.11,38.44,5.24,26.2,18.29,2.44,0.34,23.89,26.88,0.2,1.2,0.11,,
Baguio City,8/5/2023,11.78,53.67,5.28,22.68,16.42,2.06,0.56,22.58,25.94,0.15,2.15,0.18,,
Baguio City,11/8/2023,13.61,39.47,1.25,4.58,3.13,3.6,0.42,14.79,36.77,0.2,1.3,0.25,,
Baguio City,2/16/2023,12.76,45.36,0.74,3.7,2.34,2.84,0.4,15.89,31.62,0.03,0.56,0.17,,
Baguio City,8/28/2023,11.22,49.82,2.92,9.95,7.26,2.99,0.36,16.35,32.13,0.12,1.45,0.22,,
Baguio City,10/26/2023,14.99,41.99,4.68,17.05,12.96,2.72,0.47,15.46,27.69,0.18,2.6,0.29,,
Baguio City,11/15/2023,15.48,31.56,4.74,19.35,14.24,5.9,0.45,19.19,31.87,0.44,16.07,0.39,,
Baguio City,8/4/2023,20.7,34.26,3.29,16.01,11.13,5.05,0.43,12.93,35.8,0.18,2.28,0.21,,
Baguio City,6/18/2023,18.98,36.11,2.14,13.16,8.82,6.07,0.54,20.51,33.08,0.08,1.4,0.26,,
Baguio City,11/14/2023,15.79,31.86,1.11,5.65,3.93,5.5,0.44,13.82,37.65,0.05,1.13,0.26,,
Baguio City,3/2/2023,13.56,49.07,1.25,4.64,3.56,4.81,0.49,9.71,34.63,0.03,0.98,0.18,,
Baguio City,8/9/2023,14.21,44.13,2.53,9.64,7.23,4.25,0.5,15.68,29.49,0.09,1.26,0.2,,
Baguio City,2/21/2023,12.79,34.16,8.56,12.71,13.79,3.87,0.42,15.77,22.09,0.09,0.98,0.16,,
Baguio City,1/29/2023,17.37,50.15,2.09,7.06,5.44,3.02,0.32,9.04,24.9,0.11,0.85,0.12,,
Baguio City,7/17/2023,20.79,35.14,12.82,24.43,23.57,2.84,0.38,21.66,27.89,0.11,1.35,0.27,,
Baguio City,1/12/2023,19.7,48.16,4.57,10.04,8.96,3.4,0.38,12.51,20.01,0.09,0.96,0.15,,
Baguio City,10/5/2023,12.35,47.28,1.4,3.94,2.89,3.12,0.55,14.14,22.33,0.13,0.94,0.16,,
Baguio City,6/17/2023,16.65,48.19,0.65,2.08,1.4,2.17,0.33,12.58,22.05,0,0.38,0.1,,
Baguio City,2/12/2023,12.56,33.97,5.81,11.39,9.53,2.47,0.56,21.15,19.61,0.1,0.84,0.15,,
Baguio City,12/24/2023,18.42,33.37,5.36,10.03,9.41,1.87,0.31,14.72,22.5,0.19,0.98,0.13,,
Baguio City,10/24/2023,20.01,35.53,2.17,4.4,4.19,2.59,0.38,11.66,24.46,0.2,0.88,0.11,,
Baguio City,11/20/2023,12.95,40.8,1.77,4.43,3.76,2.43,0.39,13.83,20.11,0.06,0.5,0.21,,
Baguio City,8/21/2023,15.25,35.44,1.61,1.52,1.86,2.44,0.46,13.29,18.07,0.04,0.26,0.1,,
Baguio City,2/22/2023,20.64,52.73,1.48,3.35,2.36,4.4,0.32,11.83,20.23,0.09,0.36,0.1,,
Baguio City,7/14/2023,18.12,41.86,1.68,4.02,3.51,6.13,0.34,10.88,23.92,0.19,0.4,0.1,,
Baguio City,7/1/2023,10.37,37.63,2.74,6.1,5.55,6.38,0.34,26.08,26.62,0.35,0.49,0.1,,
Baguio City,1/13/2023,20.97,33.73,2.96,6.48,5.95,6.28,0.34,13.35,21.06,0.06,0.61,0.12,,
Baguio City,2/9/2023,11.37,44.98,3.22,6.38,6.1,6.23,0.46,11.57,21.64,0.22,0.5,0.1,,
Baguio City,10/4/2023,13.61,52.29,3.47,7.66,6.99,6.31,0.27,11.94,22.68,0.29,0.5,0.1,,
Baguio City,2/24/2023,19.33,46.08,3.17,10.11,8.05,6.98,0.41,11.86,22.62,0.12,1.08,0.16,,
Baguio City,4/18/2023,16.85,31.87,2.45,7.57,6.12,7.17,0.5,19.01,27.18,0.29,0.78,0.28,,
Baguio City,5/5/2023,13.06,50.12,2.07,6.74,5.37,6.66,0.6,15.64,31.28,0.28,0.94,0.14,,
Baguio City,12/3/2023,14.89,42.37,1.89,7.45,5.5,6.45,0.32,12.44,25.4,0.37,0.73,0.28,,
Baguio City,2/14/2023,16.51,52.45,2.21,12.32,6.04,20.39,0.45,16.43,37.42,0.11,0.86,0.24,,
Baguio City,6/5/2023,13.45,37.54,2.21,12.18,8.29,17.46,0.55,18.77,31.69,0.05,1.04,0.3,,
Baguio City,6/15/2023,19.35,49.36,3.3,11.48,8.92,17.92,0.89,18.89,31.23,0.15,1.48,0.26,,
Baguio City,11/7/2023,10.64,53.47,5.93,14.29,12.62,11.94,0.7,12.85,24.81,0.16,2.59,0.27,,
Baguio City,2/26/2023,18.89,52.31,5.09,11.78,10.49,12.69,0.46,14.24,17.41,0.12,2.45,0.54,,
Baguio City,11/1/2023,18.71,37.21,2.65,7.41,6.2,10.75,0.65,13.87,29.37,0.14,1.13,0.27,,
Baguio City,10/25/2023,13.88,47.46,3.19,7.96,6.83,9.64,0.45,13.99,26.75,0.05,1.45,0.37,,
Baguio City,1/15/2023,11.87,41.36,3.35,11.9,9.14,8.4,0.65,14.02,30.06,0.08,1.85,0.39,,
Baguio City,5/5/2023,12.55,43.29,2.67,12.02,8.66,12.43,0.72,15.53,47.76,0.37,4.97,0.46,,
Baguio City,10/13/2023,18.22,31.67,3.08,13.18,9.6,12.31,0.64,15.3,51.95,0.34,4.49,0.32,,
Baguio City,10/21/2023,10.88,40.94,5.32,13.02,11.34,10.32,0.52,11.22,28.81,0.26,4.8,0.42,,
Baguio City,1/8/2023,20.58,47.39,3.47,11.3,8.92,9.41,0.58,12.14,27.95,0.13,2.5,0.32,,
Baguio City,5/6/2023,20.31,40.3,3.08,10.61,8.24,10.25,0.47,11.83,29.61,0.21,3.14,0.24,,
Baguio City,12/11/2023,14.5,36.37,1.93,7.85,5.75,8.66,0.53,11.39,34.36,0.08,2,0.18,,
Baguio City,5/22/2023,16.49,40.04,3.25,12.56,9.33,8.36,0.72,8.72,29.54,0.2,3.97,0.22,,
Baguio City,9/3/2023,13,32.35,8.72,16.43,15.93,7.32,0.59,11.26,25.66,0.25,2.18,0.28,,
Baguio City,4/18/2023,13.01,33.04,3.84,13.51,10.4,8.03,0.72,10.68,23.48,0.15,1.74,0.16,,
Baguio City,8/24/2023,15.16,38.3,4.15,11.84,9.76,7.79,0.5,8.21,28.73,0.19,1.11,0.23,,
Baguio City,9/24/2023,10.14,45.87,3.75,10.7,8.83,7.21,0.46,5.29,25.04,0.14,1.46,0.16,,
Baguio City,7/12/2023,10.54,31.25,3.59,11.1,8.92,7.35,0.72,9.54,24.82,0.2,3.1,0.22,,
Baguio City,6/5/2023,11.78,36.61,3,9.97,7.46,8.32,0.76,14.66,22.53,0.23,3.37,0.22,,
Baguio City,6/30/2023,11.51,33.2,3.85,9.76,8.42,7.89,0.55,18.55,30.26,0.24,2.71,0.17,,
Baguio City,3/11/2023,11.02,32.72,3.98,13.01,10.25,8.33,0.65,15.46,29.36,0.22,3.84,0.24,,
Baguio City,7/13/2023,15.13,44.89,6.02,13.63,12.23,8.18,0.62,12.08,28.76,0.2,2.33,0.22,,
Baguio City,6/12/2023,16.99,44.3,7.47,13.82,13.43,6.44,0.64,11.34,25.6,0.27,4.01,0.29,,
Baguio City,8/7/2023,10.29,47.37,6,13.44,12.11,6.68,0.58,12.65,31.2,0.17,2.21,0.2,,
Baguio City,3/24/2023,20.25,38.96,7.8,11.45,12.51,7.12,0.6,11.51,31.08,0.16,1.6,0.16,,
Baguio City,8/22/2023,15.14,38.62,5.08,15.53,12.48,9.29,0.67,12.3,45.78,0.31,2.35,0.18,,
Baguio City,11/11/2023,16.94,50.04,4.62,20.7,14.85,10.74,0.68,17.89,41.87,0.44,5.99,0.21,,
Baguio City,6/14/2023,18.78,48.98,6.19,26,19.23,11.21,0.82,29.06,42.11,0.59,5.45,0.28,,
Baguio City,9/18/2023,10.88,34.62,4,22.79,15.39,13,0.89,20.75,42.72,0.79,9.7,0.27,,
Baguio City,3/5/2023,11.91,33.12,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05,0.22,,
Baguio City,11/9/2023,12.39,37.49,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,,
Baguio City,2/23/2023,16.01,36.82,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45,0.19,,
Baguio City,9/23/2023,17.61,51.69,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46,0.12,,
Baguio City,1/30/2023,11.15,51.75,2.81,16.23,10.92,10.87,0.67,10.97,39.44,0.33,2.9,0.11,,
Baguio City,6/9/2023,17.6,37.27,4.33,20.42,14.47,10.74,0.91,11.84,34.42,0.22,2.58,0.16,,
Baguio City,8/19/2023,18.34,42.14,2.6,14.75,10.05,10.82,0.64,13.6,50.03,0.26,4.34,0.1,,
Baguio City,10/20/2023,12.46,34.47,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64,0.24,,
Baguio City,6/9/2023,10.24,43.21,2.41,13.27,9.11,10.84,0.8,15.36,60.81,0.28,3.78,0.11,,
Baguio City,1/26/2023,18.73,42.17,2.5,15.42,10.32,11.54,1.04,15.4,47.96,0.35,4.66,0.17,,
Baguio City,6/25/2023,16.36,51.93,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76,0.12,,
Baguio City,2/15/2023,13.88,49.59,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7,0.14,,
Baguio City,4/24/2023,18.19,45.35,2.51,14.9,10.06,12.77,1,16.91,49.95,0.22,1.34,0.18,,
Baguio City,8/26/2023,20.71,31.95,2.34,12.84,8.83,13.44,0.79,14.86,60.68,0.31,1.85,0.12,,
Baguio City,5/23/2023,20.94,39.73,2.34,13.46,9.15,11.1,0.98,12.61,65.38,0.48,2.41,0.1,,
Baguio City,7/3/2023,15.09,39.67,2.74,15.54,10.58,9.58,0.65,7.74,55.76,0.6,12.8,0.11,,
Baguio City,2/7/2023,13.49,34.97,2.4,15.36,10.21,11.13,0.71,12.64,48.1,0.63,6.28,0.17,,
Baguio City,4/1/2023,10.09,53.88,1.96,16.19,10.21,11.83,0.83,13.3,51.68,0.66,8.57,0.17,,
Baguio City,9/1/2023,16.42,32.81,2.75,15.78,10.74,13.62,0.81,14.34,61.97,0.56,4.21,0.14,,
Baguio City,11/25/2023,12.34,50,2.61,16.51,10.24,13.29,1.15,17.76,62.87,0.73,3.13,0.16,,
Baguio City,5/28/2023,20.24,44.27,2.82,21.1,13.61,11.88,0.92,19.3,55.76,0.71,6.18,0.2,,
Baguio City,12/19/2023,17.22,38.06,2.46,14.13,9.61,10.05,0.78,15.1,51.67,0.4,2.13,0.15,,
Baguio City,1/31/2023,12.71,33.51,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64,0.14,,
Baguio City,9/21/2023,17.71,52.49,2.55,12.3,8.72,11.27,0.81,18.46,44.15,0.21,4.76,0.1,,
Baguio City,9/14/2023,16.54,31.35,2.68,16.03,10.7,15.72,0.95,9.83,43.92,0.15,2.41,0.1,,
Baguio City,8/3/2023,10.41,47.31,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95,0.1,,
Baguio City,10/6/2023,18.36,34.81,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2,0.1,,
Baguio City,2/1/2023,20.11,35.84,3.06,14.81,10.46,20.71,0.83,14.99,56.45,0.36,1.69,0.11,,
Baguio City,3/27/2023,16.56,45.43,3.15,22.64,14.7,18.82,0.78,29.74,55.26,0.85,8.1,0.14,,
Baguio City,1/18/2023,12.1,37.88,3.23,23.89,15.42,16.04,1,19.16,63.55,0.73,6.25,0.1,,
Baguio City,1/24/2023,12.01,47.66,3.05,19.42,12.92,12.59,0.95,17.57,60.61,0.86,7.98,0.1,,
Baguio City,2/25/2023,16.89,50.51,2.46,12.29,8.54,11.52,0.56,12.2,42.28,0.18,2.81,0.1,,
Baguio City,4/23/2023,11.94,52.36,4.02,15.4,11.55,10.42,0.52,13.35,37.78,0.24,7.47,0.1,,
Baguio City,3/8/2023,16.63,47.11,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37,0.13,,
Baguio City,7/22/2023,13.78,53.85,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92,0.16,,
Baguio City,2/6/2023,18.02,47.61,3.95,18.7,13.15,13.46,0.62,10.22,36.73,0.88,12.73,0.15,,
Baguio City,9/11/2023,13.32,42.04,3.3,16.11,11.24,16.42,0.62,12.83,39.73,0.49,4.63,0.12,,
Baguio City,5/25/2023,16.85,35.03,2.22,13.1,8.77,14.38,0.55,13.87,41.66,0.44,12.72,0.1,,
Baguio City,5/10/2023,10.12,31.4,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,3/15/2023,15.98,41.43,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,10/30/2023,10.83,33.79,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,6/4/2023,15.21,47,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,7/1/2023,15.17,34.62,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,5/12/2023,19.43,50.72,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,4/29/2023,18.09,37.44,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,7/19/2023,20.65,40.17,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,10/2/2023,16.85,38,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,1/15/2023,12.35,36.21,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,7/30/2023,12.67,51.45,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,4/22/2023,14.7,46.17,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,10/15/2023,16.78,46.76,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,11/9/2023,15.88,39.92,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,4/13/2023,11.87,52.96,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,1/19/2023,19.72,43.39,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,6/8/2023,20.38,41.76,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,3/19/2023,18.93,43.82,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05,0.22,,
Baguio City,1/30/2023,17.77,46.14,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,,
Baguio City,6/20/2023,11.21,34.76,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45,0.19,,
Baguio City,10/20/2023,18.49,50.67,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46,0.12,,
Baguio City,10/6/2023,20.66,32.67,2.81,16.23,10.92,10.87,0.67,10.97,39.44,0.33,2.9,0.11,,
Baguio City,9/25/2023,10.23,51.67,4.33,20.42,14.47,10.74,0.91,11.84,34.42,0.22,2.58,0.16,,
Baguio City,3/1/2023,16.05,34.32,2.6,14.75,10.05,10.82,0.64,13.6,50.03,0.26,4.34,0.1,,
Baguio City,1/11/2023,18.07,36.58,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64,0.24,,
Baguio City,8/20/2023,13.99,38.84,2.41,13.27,9.11,10.84,0.8,15.36,60.81,0.28,3.78,0.11,,
Baguio City,12/25/2023,14.06,48.6,2.5,15.42,10.32,11.54,1.04,15.4,47.96,0.35,4.66,0.17,,
Baguio City,9/22/2023,20.62,33.3,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76,0.12,,
Baguio City,4/26/2023,10.2,32.91,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7,0.14,,
Baguio City,7/1/2023,17.37,38.25,2.51,14.9,10.06,12.77,1,16.91,49.95,0.22,1.34,0.18,,
Baguio City,10/27/2023,10.96,31.9,2.34,12.84,8.83,13.44,0.79,14.86,60.68,0.31,1.85,0.12,,
Baguio City,9/29/2023,20.93,31.33,2.34,13.46,9.15,11.1,0.98,12.61,65.38,0.48,2.41,0.1,,
Baguio City,12/9/2023,19.17,40.94,2.74,15.54,10.58,9.58,0.65,7.74,55.76,0.6,12.8,0.11,,
Baguio City,10/22/2023,16.83,35.68,2.4,15.36,10.21,11.13,0.71,12.64,48.1,0.63,6.28,0.17,,
Baguio City,10/10/2023,11.95,41.42,1.96,16.19,10.21,11.83,0.83,13.3,51.68,0.66,8.57,0.17,,
Baguio City,7/1/2023,16.98,36.47,2.75,15.78,10.74,13.62,0.81,14.34,61.97,0.56,4.21,0.14,,
Baguio City,9/7/2023,11.23,44.32,2.61,16.51,10.24,13.29,1.15,17.76,62.87,0.73,3.13,0.16,,
Baguio City,10/8/2023,12.55,44.66,2.82,21.1,13.61,11.88,0.92,19.3,55.76,0.71,6.18,0.2,,
Baguio City,12/5/2023,15.61,35.62,2.46,14.13,9.61,10.05,0.78,15.1,51.67,0.4,2.13,0.15,,
Baguio City,12/19/2023,13.23,38.01,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64,0.14,,
Baguio City,7/15/2023,16.02,38.19,2.55,12.3,8.72,11.27,0.81,18.46,44.15,0.21,4.76,0.1,,
Baguio City,3/18/2023,15.94,49.36,2.68,16.03,10.7,15.72,0.95,9.83,43.92,0.15,2.41,0.1,,
Baguio City,4/21/2023,20.28,51.98,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95,0.1,,
Baguio City,3/22/2023,19.33,40.83,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2,0.1,,
Baguio City,9/17/2023,20.77,53.96,3.06,14.81,10.46,20.71,0.83,14.99,56.45,0.36,1.69,0.11,,
Baguio City,11/16/2023,17.58,40.74,3.15,22.64,14.7,18.82,0.78,29.74,55.26,0.85,8.1,0.14,,
Baguio City,7/1/2023,14.04,34.1,3.23,23.89,15.42,16.04,1,19.16,63.55,0.73,6.25,0.1,,
Baguio City,10/19/2023,18.79,42.53,3.05,19.42,12.92,12.59,0.95,17.57,60.61,0.86,7.98,0.1,,
Baguio City,1/25/2023,15.31,48.21,2.46,12.29,8.54,11.52,0.56,12.2,42.28,0.18,2.81,0.1,,
Baguio City,1/12/2023,20.51,32.14,4.02,15.4,11.55,10.42,0.52,13.35,37.78,0.24,7.47,0.1,,
Baguio City,1/10/2023,17.68,50.11,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37,0.13,,
Baguio City,6/9/2023,17.78,35.72,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92,0.16,,
Baguio City,8/31/2023,20.91,32.48,3.95,18.7,13.15,13.46,0.62,10.22,36.73,0.88,12.73,0.15,,
Baguio City,12/15/2023,14.45,40.51,3.3,16.11,11.24,16.42,0.62,12.83,39.73,0.49,4.63,0.12,,
Baguio City,8/19/2023,16.46,32.47,2.22,13.1,8.77,14.38,0.55,13.87,41.66,0.44,12.72,0.1,,
Baguio City,3/2/2023,14.81,47.74,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,9/24/2023,20.1,44.83,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,3/31/2023,16.6,40.21,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,4/15/2023,18.43,43.33,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,12/4/2023,18.51,48.61,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,1/19/2023,12.93,32.51,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,10/20/2023,13.3,41.68,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,5/30/2023,20.74,37.62,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,1/7/2023,10.41,31.24,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,6/16/2023,12.89,33.95,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,6/8/2023,10.79,52.18,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,10/21/2023,13.73,31.36,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,3/12/2023,17.51,37.92,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,4/26/2023,20.26,52.22,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,2/28/2023,11.93,42.99,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,2/16/2023,13.72,35.15,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,2/6/2023,20.18,44.53,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,7/11/2023,10.12,48.61,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,3/20/2023,16.68,49.2,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,9/13/2023,14.45,50.43,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,4/11/2023,19.06,41.83,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,10/10/2023,13.89,51.28,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,6/22/2023,12.45,48,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
